,x,y,is_train,0,1,2,3,4,5,6,7,8,9
0,0.0,0.7300741390947219,True,0.21252133036099177,1.4982624950322792,1.7014490826220483,0.6782964400397243,0.7845711456455755,0.8452723442057904,0.6993143174260695,0.7386033409632865,0.7350296793932432,0.7300741062153577
1,0.6981317007977318,1.749413456682547,True,0.21252133036099177,1.2125422362164375,1.2802710987463608,1.6213219796071248,1.4914306727553002,1.3497945427817797,1.8849739743176817,1.679797962479578,1.704813591602576,1.7494134877267227
2,1.3962634015954636,1.2943600644297109,True,0.21252133036099177,0.9268219774005959,0.8929575461356348,1.7455847482875546,1.645214192992988,1.6553310594196402,1.168804303464699,1.5442327506834337,1.4727595242133547,1.2943600640298767
3,2.0943951023931953,1.464753592894549,True,0.21252133036099177,0.6411017185847544,0.5395084247898703,1.2946925181244247,1.312404969058754,1.423690499752199,1.1317744461799404,0.9484256696326759,1.0484881865698559,1.4647536074575804
4,2.792526803190927,0.1495559668187994,True,0.21252133036099177,0.35538145976891267,0.21992373470906723,0.5122530611611441,0.6185277667671432,0.6792289653271699,1.068450370083215,0.8239853346903124,0.7739540762267558,0.14955597062694115
5,3.490658503988659,0.8955009474904954,True,0.21252133036099177,0.06966120095307105,-0.06579652410677483,-0.3581258505588768,-0.25185114495286576,-0.31255234351302097,0.07666906124088513,0.32113409664278614,0.27110283824102627,0.8955009750010967
6,4.1887902047863905,-1.591179690986154,True,0.21252133036099177,-0.21605905786277035,-0.31765235165765504,-1.0728364449922294,-1.055123994057858,-1.1664095247514163,-1.4583255783261362,-1.2749768017758152,-1.1749142847217018,-1.5911796807995604
7,4.886921905584122,-2.2537873416143626,True,0.21252133036099177,-0.5017793166786122,-0.5356437479435738,-1.3882709500955022,-1.488641505389993,-1.4987583718167197,-1.9852851277656591,-2.3607135749840973,-2.43218680138419,-2.2537873362346303
8,5.585053606381854,-0.3283055630053752,True,0.21252133036099177,-0.7874995754944538,-0.7197707129645312,-1.0608215938252803,-1.1907129006769888,-1.0490767707034232,-0.5138973391495226,-0.30872132730716195,-0.2837056980764494,-0.3283055964893882
9,6.283185307179586,0.014827731804985493,True,0.21252133036099177,-1.0732198343102954,-0.8700332467205272,0.15311939586182988,0.2593941014678618,0.19869290290790675,0.052734876139821196,0.013445852585696305,0.009872191545685638,0.014827705913841194
10,0.5,1.1133966140449159,False,0.21252133036099177,1.2936304331381132,1.3963609503598413,1.4474937521277527,1.3484561012861536,1.2011420981513141,2.0046956570487633,1.4272726432338136,1.653564584674228,4.973783003112336
11,2.2666666666666666,0.32647160306145506,False,0.21252133036099177,0.5705971477787268,0.4575002488202271,1.1230206754335939,1.1686101591377385,1.2805499711581,1.1669997056340438,0.8832106555206486,0.9645441706996463,0.9258041746230188
12,4.033333333333333,-1.8872896918903053,False,0.21252133036099177,-0.15243613758065955,-0.26450102958106037,-0.9396508114597023,-0.8966549499925487,-1.0089635947805284,-1.1406264334970522,-0.8643679453186132,-0.780210885716907,-0.7858236524150093
13,5.8,0.7599701071913387,False,0.21252133036099177,-0.8754694229400459,-0.769642884844022,-0.7928319243734582,-0.8881283653668361,-0.7419784775492059,0.0756818582684402,0.6809017157605332,0.9250485659106384,-2.7237940858211314
