x,y,is_train,noise,0,1,2,3,4,5,6,7,8,9
0.0,0.0,True,0.0,8.813754755807633e-18,0.6743808211388618,0.6743808211388631,-0.05419021368329879,-0.05419021368346296,0.0006433481471421817,0.0006433481469738709,-6.744110620982693e-07,-6.744418912620215e-07,-4.656395168230571e-10
0.6981317007977318,0.6427876096865393,True,0.0,8.813754755807633e-18,0.5245184164413369,0.5245184164413377,0.7673754280487249,0.7673754280486386,0.6394304504442327,0.6394304504422845,0.6427936793269843,0.6427936793290034,0.6427876099354827
1.3962634015954636,0.984807753012208,True,0.0,8.813754755807633e-18,0.3746560117438121,0.3746560117438123,0.9817985407622789,0.9817985407622437,0.990937467734038,0.9909374677322947,0.9847834744663615,0.9847834744793089,0.9848077528953543
2.0943951023931953,0.8660254037844387,True,0.0,8.813754755807633e-18,0.22479360704628726,0.2247936070462872,0.7625484184626403,0.7625484184626379,0.8630766151518616,0.8630766151506066,0.8660820537206462,0.8660820537393786,0.8660254038442837
2.792526803190927,0.3420201433256689,True,0.0,8.813754755807633e-18,0.07493120234876238,0.07493120234876205,0.28309435515508774,0.28309435515510695,0.33792791698551294,0.3379279169843479,0.34193516841281824,0.34193516845713695,0.34202014325749447
3.490658503988659,-0.34202014332566866,True,0.0,8.813754755807633e-18,-0.0749312023487625,-0.07493120234876294,-0.28309435515510195,-0.28309435515506776,-0.3379279169856955,-0.3379279169870358,-0.3419351684159988,-0.3419351683651629,-0.3420201431215673
4.1887902047863905,-0.8660254037844384,True,0.0,8.813754755807633e-18,-0.22479360704628726,-0.2247936070462877,-0.7625484184626519,-0.7625484184626057,-0.8630766151519672,-0.8630766151531082,-0.8660820537241776,-0.8660820536906446,-0.8660254037618993
4.886921905584122,-0.9848077530122081,True,0.0,8.813754755807633e-18,-0.374656011743812,-0.37465601174381247,-0.9817985407622842,-0.9817985407622266,-0.9909374677340268,-0.9909374677338921,-0.9847834744658499,-0.9847834744532489,-0.9848077529784999
5.585053606381854,-0.6427876096865396,True,0.0,8.813754755807633e-18,-0.524518416441337,-0.5245184164413372,-0.767375428048716,-0.7673754280486537,-0.6394304504440994,-0.6394304504413486,-0.6427936793181104,-0.6427936793710497,-0.6427876099609097
6.283185307179586,-2.4492935982947064e-16,True,0.0,8.813754755807633e-18,-0.6743808211388618,-0.6743808211388616,0.05419021368332367,0.05419021368338627,-0.0006433481469817293,-0.0006433481411354875,6.74408461529484e-07,6.743171354804704e-07,3.5595381784485816e-10
0.5,0.479425538604203,False,0.0,8.813754755807633e-18,0.5670497799282406,0.5670497799282415,0.6034606503565146,0.6034606503564092,0.47038664702527866,0.47038664702353233,0.4798517191774599,0.47985171916520514,0.4793998686222668
2.2666666666666666,0.7674960579840546,False,0.0,8.813754755807633e-18,0.187813434317379,0.1878134343173788,0.6617201474830852,0.6617201474830885,0.7628393798757925,0.7628393798746032,0.767491227425718,0.7674912274501784,0.7674964995891972
4.033333333333333,-0.7781661744883688,False,0.0,8.813754755807633e-18,-0.19142291129348254,-0.1914229112934831,-0.6721865381183072,-0.6721865381182635,-0.7736389503303391,-0.7736389503315928,-0.7781673575109984,-0.7781673574730674,-0.7781665935598325
5.8,-0.46460217941375737,False,0.0,8.813754755807633e-18,-0.570659256904344,-0.5706592569043443,-0.5871718101865788,-0.5871718101865132,-0.4551493938212389,-0.45514939381748926,-0.4650701096159864,-0.4650701097019478,-0.4645735362952129
0.0,0.0017419986945906472,True,0.01,0.0012565661960114926,0.6765436743358084,0.6713507224838136,-0.05452932631540814,-0.050109866744196076,0.003004446512157322,0.002415745001013377,0.001958911717372773,0.001709587697972698,0.0017419984172039522
0.6981317007977318,0.6433717720925447,True,0.01,0.0012565661960114926,0.5264798725269646,0.5247488885762998,0.7667089048427026,0.7613073431443129,0.6373739455464427,0.6395325177575892,0.6419182026735908,0.6436634698978435,0.6433717723410959
1.3962634015954636,0.9767127341915869,True,0.01,0.0012565661960114926,0.3764160707181209,0.37728156269345353,0.982181603359464,0.9780076693198337,0.9868600548625749,0.9848977164878023,0.9805324207053356,0.9755459426419428,0.97671273416656
2.0943951023931953,0.8680432111845694,True,0.01,0.0012565661960114926,0.22635226890927712,0.22894874483527472,0.7647173522823104,0.76545392887755,0.8628301698473283,0.8616527668227668,0.8637846554637392,0.8707657246084329,0.8680432112924409
2.792526803190927,0.3496841319913755,True,0.01,0.0012565661960114926,0.07628846710043335,0.07975043500176349,0.2871447346586757,0.29156419423006263,0.34467850748622303,0.3462483781857756,0.34909089637439367,0.34560036175089665,0.34968413200275866
3.490658503988659,-0.3352494724559053,True,0.01,0.0012565661960114926,-0.07377533470841047,-0.07031336680708034,-0.27770766646400796,-0.2732882068926104,-0.32640252014900945,-0.324832649449796,-0.32767516763281185,-0.33116570224301745,-0.3352494722430439
4.1887902047863905,-0.8472566413975956,True,0.01,0.0012565661960114926,-0.22383913651725418,-0.22124266059125663,-0.757011268038304,-0.7562746914430328,-0.8536509324129603,-0.8548283354380624,-0.8569602240746131,-0.8499791548890893,-0.8472566413239584
4.886921905584122,-0.9947141186779914,True,0.01,0.0012565661960114926,-0.3739029383260979,-0.3730374463507653,-0.9779374870167824,-0.9821114210563526,-0.9909638065991033,-0.9929261449736057,-0.9885608491856682,-0.99354732718026,-0.9947141186203081
5.585053606381854,-0.6473160519745527,True,0.01,0.0012565661960114926,-0.5239667401349417,-0.5256977240856069,-0.7676577403519974,-0.773059302050292,-0.6491259044522689,-0.6469673322399448,-0.6493530171498857,-0.6476077497976793,-0.6473160522625874
6.283185307179586,-0.002451901688506909,True,0.01,0.0012565661960114926,-0.6740305419437855,-0.6792234937957808,0.046656555003468485,0.051076014574824004,-0.002038298681259141,-0.002627000193421687,-0.002170166931216029,-0.002419490527302323,-0.002451901808199221
0.5,0.47944854471915577,False,0.01,0.0012565661960114926,0.5690683930691285,0.5664428524958499,0.6027192389291176,0.5986007340464233,0.4696991259210149,0.47294014805389645,0.4796541364889301,0.4954418634246398,0.47372653798419423
2.2666666666666666,0.7719898321417135,False,0.01,0.0012565661960114926,0.18932239926019262,0.1922128791775345,0.6643692121052708,0.666265061912265,0.7642138072835878,0.7637558179938404,0.7670555763214266,0.7727299777882773,0.7729833503491877
4.033333333333333,-0.8027825899222796,False,0.01,0.0012565661960114926,-0.19042359454874325,-0.18755949020327312,-0.6665474106957127,-0.6647594173024508,-0.7630308959908683,-0.7635619398398465,-0.7667741365234405,-0.7609027445930985,-0.7608660349795766
5.8,-0.4572092677283441,False,0.01,0.0012565661960114926,-0.5701695883576792,-0.5728742556465729,-0.5893258196114078,-0.5932887453693367,-0.4654057528080921,-0.46210783294072527,-0.4691450292847686,-0.4521116174207531,-0.4282469808932629
0.0,0.012652410609949434,True,0.1,-0.025413637634592402,0.658604037841228,0.6388588949563193,-0.07881951286296543,-0.05962398066456931,0.018086116436144925,0.010224651347683904,0.013208545008460436,0.013225325252800103,0.012652402733847448
