x,y,is_train,0,1,2,3,4,5,6,7,8,9
0.0,1.1375156161112474,True,0.4137440588315714,1.9390943285415303,2.725105880030354,1.9545940212350668,1.3954964045179357,1.2403040663799574,1.1023579551637535,1.1271639720630904,1.1412039420967361,1.1375155971692665
0.6981317007977318,3.4756007447824624,True,0.4137440588315714,1.6001276019393171,1.862131452435591,2.118968738700678,2.8023102702432348,3.164425725899196,3.67022813371844,3.5406856013123704,3.4424058094110404,3.475600765102891
1.3962634015954636,2.1996579796987894,True,0.4137440588315714,1.2611608753371042,1.1301589500889655,1.7722521657516943,2.3002888037619194,2.274423414072454,1.8146030433018399,2.0516383157352327,2.3324377190416223,2.1996579806666876
2.0943951023931953,0.24524387710666973,True,0.4137440588315714,0.9221941487348913,0.529188372990478,1.0978995068631812,1.0047165707437151,0.7201972841570002,0.4443050616977334,0.32854364969971384,-0.06457551630404135,0.24524388728551239
2.792526803190927,-0.4895857477841694,True,0.4137440588315714,0.5832274221326781,0.0592197211401273,0.2793659665102055,-0.27973165020652746,-0.4349239883452425,-0.06706769174121563,-0.2214162410871947,-0.024856659140532367,-0.489585744289629
3.490658503988659,0.279694988661475,True,0.4137440588315714,0.24426069553046492,-0.2797470054620854,-0.4998932508321672,-1.058990867548864,-0.9037985294115731,-0.5359422328122414,-0.38159368329526133,-0.18503410140593224,0.2796950065059931
4.1887902047863905,-1.7281559589156008,True,0.4137440588315714,-0.0947060310717478,-0.4877118068161601,-1.0564229406888672,-1.149605876808209,-0.8650865902223182,-1.1409788126873015,-1.025217400544943,-1.4183365665622683,-1.7281559523240828
4.886921905584122,-0.9361423702958709,True,0.4137440588315714,-0.43367275767396096,-0.5646746829220977,-1.2067678985848294,-0.6787312605743856,-0.6528658708848074,-1.112686241644044,-1.349721513968643,-1.0689221101609054,-0.9361423680340666
5.585053606381854,0.05762336992431272,True,0.4137440588315714,-0.7726394842761741,-0.5106356337798976,-0.7674729200449879,-0.08413138850209823,-0.4462468441570582,0.05955556369557602,0.18909809611573136,0.09081830588318596,0.057623346264090713
6.283185307179586,-0.1040119109736011,True,0.4137440588315714,-1.1116062108783873,-0.32559465938955956,0.44491719940572194,-0.11418041731096373,0.04101192082818228,-0.096934190376333,-0.12174020771494698,-0.10770023452558819,-0.10401193011709808
0.5,0.44282750264403564,False,0.4137440588315714,1.6963272931706346,2.093732329519428,2.1322392233062306,2.653263621679912,3.0298954696388423,3.7893404351127593,3.424771308041245,2.5357301170097557,5.006913248532133
2.2666666666666666,1.1344513262734615,False,0.4137440588315714,0.8385504348601365,0.4010438549552444,0.9022314193853913,0.6623909837803914,0.37619892216879347,0.26888164813432214,0.08970498943680694,-0.22983288195637197,-0.2586664137836401
4.033333333333333,-2.482855649125619,False,0.4137440588315714,-0.01922642345036163,-0.45274076449783207,-0.9611799667732428,-1.187375687926889,-0.9002406462611041,-1.024676259669259,-0.8502541920434621,-1.1808850223237939,-1.1850625120677645
5.8,-2.1924665326505917,False,0.4137440588315714,-0.8770032817608597,-0.46762152883979935,-0.4850846415835872,0.01625773087679483,-0.35739786978702215,0.41537952462816485,0.7974988198762278,-0.1616895824524962,-2.8774622475616756
